,experiment462,experiment461,experiment460,experiment459,experiment458,experiment457,experiment456,experiment455,experiment454,experiment453,experiment452,experiment451,experiment450,experiment449,experiment448,experiment447,experiment446,experiment445,experiment444,experiment443,experiment442,experiment441,experiment440,experiment439,experiment438,experiment437,experiment436,experiment435,experiment434,experiment433,experiment432,experiment431,experiment430,experiment429,experiment428,experiment427,experiment426,experiment425,experiment424,experiment423,experiment422,experiment421,experiment420,experiment419,experiment418,experiment417,experiment416,experiment415,experiment414,experiment413,experiment412,experiment411,experiment410,experiment409,experiment408,experiment407,experiment406,experiment405,experiment404,experiment403,experiment402,experiment401,experiment400,experiment399,experiment398,experiment397,experiment396,experiment395,experiment394,experiment393,experiment392,experiment391,experiment390,experiment389,experiment388,experiment387,experiment386,experiment385,experiment384,experiment383,experiment382,experiment381,experiment380,experiment379,experiment378,experiment377,experiment376,experiment375,experiment374,experiment373,experiment372,experiment371,experiment370,experiment369,experiment368,experiment367,experiment366,experiment365,experiment364,experiment363,experiment362,experiment361,experiment360,experiment359,experiment358,experiment357,experiment356,experiment355,experiment354,experiment353,experiment352,experiment351,experiment350,experiment349,experiment348,experiment347,experiment346,experiment345,experiment344,experiment343,experiment342,experiment341,experiment340,experiment339,experiment338,experiment337,experiment336,experiment335,experiment334,experiment333,experiment332,experiment331,experiment330,experiment329,experiment328,experiment327,experiment326,experiment325,experiment324,experiment323,experiment322,experiment321,experiment320,experiment319,experiment318,experiment317,experiment316,experiment315,experiment314,experiment313,experiment312,experiment311,experiment310,experiment309,experiment308,experiment307,experiment306,experiment305,experiment304,experiment303,experiment302,experiment301,experiment300,experiment299,experiment298,experiment297,experiment296,experiment295,experiment294,experiment293,experiment292,experiment291,experiment290,experiment289,experiment288,experiment287,experiment286,experiment285,experiment284,experiment283,experiment282,experiment281,experiment280,experiment279,experiment278,experiment277,experiment276,experiment275,experiment274,experiment273,experiment272,experiment271,experiment270,experiment269,experiment268,experiment267,experiment266,experiment265,experiment264,experiment263,experiment262,experiment261,experiment260,experiment259,experiment258,experiment257,experiment256,experiment255,experiment254,experiment253,experiment252,experiment251,experiment250,experiment249,experiment248,experiment247,experiment246,experiment245,experiment244,experiment243,experiment242,experiment241,experiment240,experiment239,experiment238,experiment237,experiment236,experiment235,experiment234,experiment233,experiment232,experiment231,experiment230,experiment229,experiment228,experiment227,experiment226,experiment225,experiment224,experiment223,experiment222,experiment221,experiment220,experiment219,experiment218,experiment217,experiment216,experiment215,experiment214,experiment213,experiment212,experiment211,experiment210,experiment209,experiment208,experiment207,experiment206,experiment205,experiment204,experiment203,experiment202,experiment201,experiment200,experiment199,experiment198,experiment197,experiment196,experiment195,experiment194,experiment193,experiment192,experiment191,experiment190,experiment189,experiment188,experiment187,experiment186,experiment185,experiment184,experiment183,experiment182,experiment181,experiment180,experiment179,experiment178,experiment177,experiment176,experiment175,experiment174,experiment173,experiment172,experiment171,experiment170,experiment169,experiment168,experiment167,experiment166,experiment165,experiment164,experiment163,experiment162,experiment161,experiment160,experiment159,experiment158,experiment157,experiment156,experiment155,experiment154,experiment153,experiment152,experiment151,experiment150,experiment149,experiment148,experiment147,experiment146,experiment145,experiment144,experiment143,experiment142,experiment141,experiment140,experiment139,experiment138,experiment137,experiment136,experiment135,experiment134,experiment133,experiment132,experiment131,experiment130,experiment129,experiment128,experiment127,experiment126,experiment125,experiment124,experiment123,experiment122,experiment121,experiment120,experiment119,experiment118,experiment117,experiment116,experiment115,experiment114,experiment113,experiment112,experiment111,experiment110,experiment109,experiment108,experiment107,experiment106,experiment105,experiment104,experiment103,experiment102,experiment101,experiment100,experiment99,experiment98,experiment97,experiment96,experiment95,experiment94,experiment93,experiment92,experiment91,experiment90,experiment89,experiment88,experiment87,experiment86,experiment85,experiment84,experiment83,experiment82,experiment81,experiment80,experiment79,experiment78,experiment77,experiment76,experiment75,experiment74,experiment73,experiment72,experiment71,experiment70,experiment69,experiment68,experiment67,experiment66,experiment65,experiment64,experiment63,experiment62,experiment61,experiment60,experiment59,experiment58,experiment57,experiment56,experiment55,experiment54,experiment53,experiment52,experiment51,experiment50,experiment49,experiment48,experiment47,experiment46,experiment45,experiment44,experiment43,experiment42,experiment41,experiment40,experiment39,experiment38,experiment37,experiment36,experiment35,experiment34,experiment33,experiment32,experiment31,experiment30,experiment29,experiment28,experiment27,experiment26,experiment25,experiment24,experiment23,experiment22,experiment21,experiment20,experiment19,experiment18,experiment17,experiment16,experiment15,experiment14,experiment13,experiment12,experiment11,experiment10,experiment9,experiment8,experiment7,experiment6,experiment5,experiment4,experiment3,experiment2,experiment1,experiment0
45,73,69,51,50,26,68,35,44,17,34,52,23,72,9,48,45,60,50,22,68,64,66,20,62,65,69,68,57,17,59,67,19,16,9,18,48,46,16,48,63,27,28,57,44,11,50,27,67,42,61,55,30,47,47,30,25,56,66,9,71,74,58,11,72,7,40,28,52,52,22,61,64,28,63,65,19,59,50,30,62,41,46,60,61,50,35,44,46,40,51,63,53,18,44,36,70,15,43,19,63,64,66,62,70,65,49,55,8,60,35,54,66,18,28,45,60,30,21,74,49,17,39,11,50,47,17,39,24,28,34,38,44,31,61,61,55,55,59,22,72,48,69,43,49,42,29,43,46,40,66,55,19,64,64,67,64,42,49,24,3,57,62,6,65,37,60,70,66,17,39,62,9,21,63,45,7,67,68,66,66,23,30,23,36,46,21,66,3,9,59,60,50,19,45,72,29,58,55,9,64,72,22,31,64,17,63,46,27,35,36,72,39,66,33,46,72,50,39,37,66,59,69,59,63,26,60,33,21,58,47,65,25,39,10,13,21,40,59,60,60,55,66,11,45,19,63,63,39,62,40,62,39,40,57,62,42,51,48,29,57,69,57,19,24,56,64,63,19,73,33,54,40,60,23,61,44,23,58,24,52,65,38,71,71,16,5,23,11,43,65,6,51,42,34,57,33,25,40,26,40,56,69,73,74,31,63,66,46,13,36,5,63,38,75,49,48,16,17,18,10,12,17,57,28,55,36,48,60,65,42,57,65,48,66,53,54,62,49,18,55,43,45,55,40,34,10,32,63,44,14,38,56,6,60,18,41,17,18,16,26,39,53,50,43,72,16,23,36,65,37,56,61,61,25,63,61,44,13,53,7,32,71,24,48,35,58,48,26,64,66,32,3,59,53,47,54,50,60,27,58,41,46,59,68,63,56,44,57,61,50,65,40,39,34,66,65,59,24,30,5,41,37,15,17,37,46,56,31,19,66,59,55,19,15,31,12,42,58,64,59,68,74,57,15,21,51,34,66,59,48,56,64,51,35,27,62,61,32,52,56,50,14,22
46,60,41,46,74,26,69,39,59,61,29,52,73,11,9,27,48,55,62,26,23,64,64,18,63,66,69,19,58,35,61,27,26,16,28,18,27,41,16,26,63,27,73,57,15,11,63,28,67,42,58,64,30,3,46,32,59,58,62,11,72,75,58,30,74,7,40,29,58,52,52,63,60,73,64,51,19,49,51,11,63,16,42,45,62,51,35,43,46,36,57,67,53,18,70,60,65,59,53,17,65,52,66,64,67,21,45,56,8,62,38,50,59,18,13,35,60,30,22,73,55,19,39,12,58,60,45,41,64,29,50,46,40,32,61,61,15,53,59,22,72,56,54,22,66,42,35,58,47,42,66,55,19,63,64,66,66,42,51,39,20,57,62,60,67,37,60,69,54,24,33,68,19,34,65,53,43,27,66,66,68,13,30,35,63,46,24,68,3,10,59,60,44,17,70,67,14,58,58,47,52,57,22,31,66,17,67,68,18,35,59,70,38,64,33,46,16,48,42,39,70,61,61,62,19,40,50,34,21,58,46,55,20,34,10,13,13,41,48,60,62,3,65,44,43,18,50,64,54,19,42,56,41,58,68,62,44,54,47,35,52,69,57,19,35,59,23,65,21,74,33,61,39,65,58,62,13,21,63,21,12,65,3,72,72,34,5,25,11,41,67,7,49,45,36,44,33,29,62,63,40,51,70,74,74,13,66,66,46,13,42,60,63,36,62,37,49,16,19,20,12,18,23,58,28,59,38,48,42,66,40,55,47,48,66,53,73,62,53,18,59,11,30,55,40,44,11,33,73,62,45,40,62,7,51,18,41,17,20,27,65,55,60,41,30,18,18,34,41,71,38,22,61,63,71,16,53,45,11,60,3,19,34,13,56,44,58,48,26,75,64,23,3,57,50,22,54,50,48,32,58,42,37,56,65,66,65,44,57,60,44,66,25,32,36,67,60,60,30,26,5,44,36,61,17,46,33,36,32,52,64,58,62,18,15,56,12,52,58,65,59,29,74,44,17,36,51,34,33,54,55,13,64,53,45,28,63,58,53,66,56,56,11,13
47,60,49,47,52,26,69,51,45,62,34,62,23,11,59,49,45,64,52,42,12,62,66,18,66,66,71,33,58,39,61,32,26,7,44,20,29,41,18,52,65,30,73,43,13,15,63,40,44,44,58,64,30,7,48,37,54,68,22,13,72,67,60,12,75,7,63,41,20,74,23,56,66,75,64,52,19,49,53,9,63,32,39,52,63,54,28,36,46,32,62,61,50,14,71,60,63,54,53,70,65,48,67,37,75,21,76,56,46,27,60,45,55,59,11,70,61,23,19,74,16,19,38,66,55,60,59,8,66,38,32,39,44,32,63,63,53,55,56,5,73,54,54,19,43,41,40,70,47,42,67,41,19,63,66,66,66,49,50,25,22,59,3,62,65,37,62,44,52,26,21,68,57,35,65,55,61,29,57,66,68,41,30,36,50,48,24,69,3,21,59,62,39,44,36,68,21,48,57,47,61,52,22,31,64,19,67,48,20,37,41,70,70,72,36,8,66,52,42,51,72,38,39,61,19,30,46,62,52,58,46,56,25,40,10,13,72,40,49,61,58,51,67,72,54,34,48,67,56,66,56,56,42,58,57,59,46,42,47,21,55,70,33,20,35,55,21,57,13,49,40,61,40,62,60,63,51,21,3,54,12,66,3,73,58,36,5,24,11,41,66,7,50,47,36,76,33,28,46,66,42,40,62,75,74,13,5,66,46,13,3,61,65,36,76,37,50,27,23,18,16,16,18,34,34,62,36,50,59,66,44,52,64,48,47,50,19,62,54,18,12,47,40,53,40,61,10,33,64,62,21,41,60,7,16,18,39,18,20,34,67,16,50,52,22,57,15,11,42,75,38,24,53,66,69,35,63,49,11,62,3,21,33,13,49,36,60,49,27,72,55,32,25,53,55,22,67,52,62,36,62,40,37,61,69,59,65,49,69,65,52,60,28,30,36,67,68,73,29,29,5,46,38,52,17,31,33,35,47,56,50,62,68,29,9,57,54,52,58,55,24,34,74,45,11,22,52,35,32,75,54,13,64,51,35,32,58,31,72,62,46,56,11,13
48,76,54,48,76,26,70,46,51,44,4,44,20,11,11,38,49,66,13,38,8,62,66,20,64,66,71,15,55,57,62,70,21,3,40,18,29,48,10,36,5,28,42,45,15,10,26,40,15,36,54,70,30,61,46,38,68,70,22,13,71,75,9,10,76,11,47,41,22,56,24,61,66,75,62,52,38,49,54,9,64,17,48,52,13,52,30,38,46,32,59,60,42,33,72,62,41,54,53,15,69,44,69,65,10,19,49,53,8,20,60,45,16,59,11,62,47,30,15,76,16,18,38,66,56,43,20,44,66,29,60,39,45,31,61,63,15,57,57,5,27,57,64,18,62,43,41,58,42,42,71,58,20,64,64,68,64,61,50,39,40,56,3,66,69,39,63,64,54,18,62,65,57,50,67,57,62,28,58,68,68,41,72,36,37,60,24,66,3,22,59,62,40,72,72,70,21,46,59,9,66,74,66,31,50,17,66,70,20,65,49,71,70,65,37,36,66,15,62,51,64,61,67,62,22,42,47,36,21,58,46,57,35,39,12,13,74,40,63,61,64,15,66,73,66,24,58,69,54,66,42,49,42,62,35,65,46,47,60,22,56,67,59,20,35,74,23,67,19,67,72,61,30,62,60,62,14,23,66,64,28,21,3,69,68,18,5,24,11,67,60,3,60,47,42,77,34,28,45,67,40,44,72,75,63,7,5,68,46,73,3,62,67,38,77,37,50,15,23,42,24,19,16,63,27,62,36,50,60,45,42,53,64,48,45,61,75,64,56,20,70,48,34,53,42,61,12,36,65,63,54,45,11,13,51,18,46,18,20,40,66,37,23,10,23,46,15,23,43,75,67,20,41,64,20,32,53,25,11,62,3,23,56,13,56,35,58,48,27,54,56,22,4,59,6,53,65,54,62,34,66,43,35,66,56,65,67,44,71,63,46,61,28,29,36,67,69,60,29,30,5,45,37,15,17,48,64,45,47,54,51,47,63,47,9,41,54,42,58,65,32,74,60,43,10,23,54,35,32,76,46,15,66,53,15,40,57,60,72,68,51,54,11,11
49,70,49,33,76,27,67,44,57,18,33,54,25,11,67,29,43,68,50,50,21,60,67,20,64,66,73,17,56,40,62,71,17,3,38,18,28,43,17,52,70,42,39,43,47,13,24,40,73,46,50,70,3,7,34,38,55,70,23,12,72,76,62,10,76,42,49,41,21,76,41,57,68,28,64,53,26,59,54,9,65,39,50,52,58,50,36,37,46,28,63,61,42,16,72,62,62,49,51,15,75,35,68,66,10,21,49,56,8,20,41,30,15,70,11,63,47,51,19,62,59,19,33,66,52,44,56,5,66,35,60,37,47,14,63,64,57,61,59,3,57,57,57,18,45,43,41,72,47,40,77,66,17,64,68,68,77,51,22,76,26,48,3,11,69,39,62,42,54,20,43,72,44,50,67,56,62,29,58,67,69,43,76,36,52,54,25,66,3,25,48,63,40,72,72,64,38,52,57,29,66,76,66,29,68,48,71,78,28,38,39,70,70,65,39,8,67,14,63,21,72,62,64,64,67,44,46,36,26,58,46,45,53,39,12,10,7,66,56,67,62,11,67,74,55,37,75,66,58,65,70,49,44,64,52,65,46,48,59,33,57,72,30,22,49,69,17,50,21,63,72,61,32,67,60,64,52,59,66,19,12,68,3,69,73,18,12,17,38,43,58,3,11,48,45,78,34,29,47,67,42,58,60,75,63,7,5,68,48,11,3,73,65,39,78,21,51,66,25,42,16,50,16,63,28,62,38,54,60,34,44,49,27,48,37,49,76,25,49,26,43,34,69,61,42,61,47,34,63,65,22,47,47,6,60,18,41,18,26,34,64,48,23,48,29,39,17,22,35,75,75,20,41,64,73,65,64,50,13,55,3,30,56,13,56,36,58,56,29,56,64,32,25,59,48,53,69,54,62,36,66,44,34,71,71,69,68,50,71,63,49,61,5,32,34,65,69,60,32,28,8,44,49,56,57,48,59,65,54,54,52,62,68,64,9,58,72,13,23,21,33,36,77,52,10,23,52,36,32,76,49,70,66,57,11,40,65,69,33,18,51,44,16,26
50,71,50,30,66,27,68,46,6,47,35,53,34,52,64,60,47,63,12,26,8,60,75,24,61,67,73,40,60,40,61,33,17,29,9,18,53,43,19,52,74,43,33,47,56,9,26,40,73,38,51,70,3,7,50,38,69,79,24,20,73,75,63,40,15,45,42,57,23,77,17,59,64,28,65,54,28,50,54,9,67,40,52,52,64,55,44,38,48,28,61,60,51,9,53,71,42,56,49,72,49,51,68,44,11,19,79,56,8,37,37,50,16,61,11,63,47,51,19,3,66,20,41,68,56,48,62,40,55,33,62,50,45,52,71,58,57,55,49,7,72,71,56,19,70,45,47,73,51,54,74,28,20,58,66,68,54,66,51,76,22,58,3,11,67,40,60,70,54,34,78,70,48,23,69,61,18,29,60,68,65,15,74,39,67,54,25,70,3,22,61,63,53,46,73,62,23,50,59,76,61,76,67,24,67,33,67,50,29,38,47,71,70,65,38,12,55,14,68,23,72,61,69,63,24,49,42,42,27,58,64,68,53,35,12,13,12,70,62,65,60,53,68,50,55,38,56,70,53,65,70,16,46,64,19,65,46,48,60,57,60,69,33,21,38,74,18,67,24,70,73,61,44,64,61,24,52,21,70,52,26,69,3,73,71,18,12,23,51,44,60,3,53,48,44,67,5,34,8,68,36,41,74,23,77,8,4,68,58,11,3,62,67,40,79,36,52,17,25,15,37,38,20,67,16,62,41,52,60,68,45,41,65,66,49,62,77,27,56,32,44,34,34,63,40,46,47,34,63,65,22,47,58,36,52,18,37,74,23,34,69,48,71,52,23,46,17,24,39,75,68,22,41,67,77,66,39,44,13,52,3,19,53,26,62,44,30,65,27,52,68,30,4,64,16,60,66,49,63,36,68,44,41,71,71,72,68,48,67,10,52,51,20,29,28,67,63,61,54,26,8,45,47,56,18,43,58,6,31,56,50,64,68,64,11,59,54,54,41,21,30,40,78,45,17,18,70,36,53,58,56,71,67,57,11,28,68,29,53,51,51,61,16,26
51,71,50,39,47,36,70,39,57,72,46,61,34,53,12,54,48,62,58,24,68,60,69,27,60,66,73,39,62,40,61,69,21,7,40,18,29,50,21,36,72,68,76,47,54,9,24,29,73,37,52,72,3,9,42,33,57,70,61,56,73,65,9,10,78,40,63,58,58,76,69,59,71,26,58,70,28,53,60,9,66,9,51,30,74,57,35,43,46,12,61,59,52,13,54,35,45,56,43,17,69,52,68,68,71,19,53,62,48,19,39,50,16,79,9,35,48,54,19,3,69,28,39,38,56,54,64,40,36,24,57,50,48,36,73,38,65,55,53,5,76,56,56,44,4,45,44,52,52,40,79,28,18,66,70,32,54,51,25,76,38,60,3,70,26,40,61,66,72,32,49,55,52,52,70,61,22,29,60,60,68,14,23,39,47,62,26,67,3,23,48,63,64,70,73,66,23,48,59,77,79,70,67,31,70,51,15,51,28,31,43,72,70,65,45,18,67,31,51,53,69,67,69,62,24,44,44,37,27,58,60,45,27,39,14,13,26,70,62,66,50,61,57,76,51,76,49,68,54,51,70,16,45,50,19,59,53,52,15,57,60,69,29,22,39,76,18,50,21,72,75,63,44,62,61,27,50,43,70,62,28,70,3,73,71,35,5,19,51,71,61,3,63,44,43,69,34,40,56,69,41,60,75,77,61,7,4,70,65,11,3,63,67,40,79,70,53,62,25,50,31,37,34,65,14,13,41,54,60,59,44,3,68,48,49,62,78,27,63,17,68,48,70,64,40,46,9,36,69,73,22,17,59,7,68,16,37,30,23,66,71,26,72,52,43,46,17,24,31,70,72,20,42,71,26,66,57,44,13,59,3,32,69,5,58,44,45,45,29,66,65,24,4,61,48,59,67,52,63,39,62,44,50,43,73,73,68,47,67,10,52,59,20,29,34,67,71,61,58,26,8,44,74,18,18,40,64,7,46,60,50,37,69,19,16,61,66,54,61,7,31,36,78,47,10,23,62,13,64,59,38,71,68,52,15,30,44,29,55,64,49,55,12,26
52,79,58,33,62,18,70,47,45,19,46,56,17,52,12,49,49,65,54,21,68,50,72,27,64,68,71,40,62,40,45,10,23,7,40,13,29,42,20,34,7,32,33,61,60,10,26,31,69,38,52,36,48,9,32,40,49,70,62,38,63,65,29,64,19,40,49,48,45,78,69,19,71,26,58,72,28,57,64,9,67,9,49,42,7,54,45,44,46,31,61,60,53,15,55,67,66,64,33,77,45,50,66,39,69,17,80,62,47,54,66,50,21,20,30,11,43,68,23,65,70,20,38,23,56,54,55,3,63,80,49,37,76,39,63,24,65,55,49,23,76,56,58,45,61,42,45,60,52,34,80,41,19,66,71,32,52,51,26,73,44,62,3,72,66,39,42,52,3,35,47,57,52,52,71,58,12,29,60,60,68,15,23,41,46,54,26,59,3,25,54,59,65,76,73,66,23,48,59,49,80,76,66,27,70,52,67,70,22,75,36,72,23,67,67,44,67,13,19,50,70,63,65,43,44,44,40,38,66,58,48,61,22,39,14,21,28,42,17,75,48,62,55,79,35,38,76,69,76,52,70,50,45,64,62,66,55,55,15,40,63,69,29,24,49,77,23,69,13,69,75,63,44,57,62,22,56,60,69,67,28,70,3,74,66,21,12,5,53,71,61,5,61,49,40,67,23,33,8,67,74,60,75,78,65,62,4,70,59,13,3,7,69,44,80,71,53,58,13,53,38,38,20,68,18,36,40,55,60,50,42,3,68,68,33,62,17,28,54,19,40,36,71,65,40,44,9,62,71,74,22,19,59,5,45,16,41,18,23,36,76,26,75,44,42,46,18,32,40,75,78,20,64,71,42,67,36,57,7,50,20,25,69,26,58,44,35,50,26,64,72,24,4,57,20,53,67,51,64,46,65,42,46,43,67,75,59,49,67,9,50,55,20,46,28,67,65,38,22,26,5,46,77,58,18,40,64,7,58,60,50,37,69,37,16,61,66,43,63,18,31,29,76,47,15,22,63,46,34,79,44,15,70,52,17,30,34,31,76,14,41,71,12,26
53,78,58,49,78,32,71,54,39,13,48,56,19,54,12,56,47,57,54,21,69,57,78,26,55,69,62,39,64,41,40,10,24,7,40,19,53,45,14,56,69,44,42,53,56,10,26,29,75,50,78,40,56,51,30,36,76,61,64,59,63,72,46,41,78,27,18,48,45,78,57,19,73,30,9,11,22,69,52,11,63,9,54,10,70,54,45,44,14,30,67,22,20,53,69,67,70,55,47,35,59,50,66,40,71,17,81,47,40,40,38,28,13,64,30,51,48,60,21,70,72,29,77,54,48,56,62,3,40,44,57,42,50,50,74,60,17,55,18,23,14,35,58,20,72,43,43,75,49,43,49,36,18,68,71,43,31,55,53,74,48,62,3,72,69,43,62,55,56,20,46,65,66,11,68,61,8,29,76,8,68,15,24,39,69,63,26,65,11,27,61,68,67,46,72,62,23,58,59,50,70,68,69,41,71,55,65,27,22,75,51,32,27,68,49,46,65,52,19,50,3,65,65,44,52,44,42,38,67,60,48,49,38,37,14,21,27,62,17,67,50,46,47,72,29,32,79,81,59,26,73,8,51,43,53,60,49,58,58,53,64,7,59,22,38,76,29,67,19,67,73,56,44,8,42,53,60,63,78,70,45,71,3,75,54,36,12,6,74,44,15,5,37,42,44,67,22,33,8,67,74,39,75,59,65,62,4,70,73,11,3,6,69,42,81,72,52,11,13,43,25,38,23,65,17,66,40,56,62,48,44,3,69,40,50,29,18,27,56,17,13,14,62,57,41,43,9,63,63,66,23,21,66,7,16,22,43,18,23,32,78,16,24,52,44,48,14,33,40,75,74,63,66,67,26,68,53,57,7,55,21,31,33,20,60,48,47,64,26,68,74,23,4,58,20,19,71,52,64,46,70,38,52,43,61,75,70,48,69,16,51,51,20,48,22,68,66,45,32,19,5,46,51,18,15,44,54,25,58,66,54,37,5,45,16,60,67,7,63,40,31,38,80,47,15,22,72,46,68,79,47,17,70,58,17,30,44,72,57,52,42,75,12,26
54,79,59,53,80,33,72,48,51,13,52,58,16,52,12,51,51,12,54,22,70,58,79,28,64,69,65,8,62,42,31,10,49,3,39,20,53,43,14,56,69,35,42,49,8,10,14,30,71,50,54,33,6,54,42,68,78,63,64,40,79,75,31,14,80,29,50,49,47,78,29,19,64,26,12,33,29,70,33,9,68,9,56,27,70,59,72,46,47,33,61,64,20,20,76,36,70,62,70,17,79,52,23,38,71,17,62,45,8,44,39,28,21,67,30,13,46,55,21,70,72,20,39,54,57,54,59,3,36,42,24,48,49,40,75,52,52,70,18,23,15,59,59,60,66,45,45,76,54,36,49,71,18,67,72,34,24,46,27,59,50,63,3,73,69,38,62,70,54,21,46,49,67,11,73,63,8,29,77,40,68,15,24,42,61,64,21,67,5,23,50,36,70,43,71,66,23,53,59,48,56,64,36,44,70,53,14,23,22,39,71,30,66,70,61,66,78,13,52,51,3,62,58,49,52,30,44,39,27,60,72,48,40,37,54,21,28,50,17,67,42,54,49,74,35,30,64,77,78,27,73,6,53,42,54,66,48,58,58,62,65,7,79,22,38,57,29,67,19,72,45,63,42,65,40,51,62,62,76,67,47,75,3,73,54,36,28,68,75,43,61,5,59,44,75,63,23,9,8,58,76,55,71,75,73,13,4,70,64,13,3,14,69,50,82,56,58,72,27,16,22,39,27,69,66,20,42,56,62,54,44,3,51,40,51,29,80,27,78,24,13,16,52,57,42,43,9,46,61,64,76,14,61,7,15,72,28,74,25,37,80,16,20,66,35,47,16,41,43,73,74,28,65,79,26,69,64,50,12,61,20,33,71,20,62,48,25,64,26,58,78,34,4,63,18,27,72,52,66,36,68,45,53,68,75,75,70,56,69,14,51,61,28,64,21,69,30,65,61,27,5,45,53,19,19,78,54,26,50,58,76,76,54,20,23,61,65,7,63,46,30,38,81,47,17,26,72,46,70,59,77,17,72,42,18,30,64,65,57,13,60,76,12,25
55,80,61,52,81,29,76,40,51,16,58,58,21,56,12,59,51,74,53,40,71,57,80,29,55,45,65,8,66,43,31,9,69,7,50,20,52,45,14,35,69,36,59,32,8,10,14,31,18,51,60,68,6,59,42,42,54,63,24,41,65,79,3,69,82,20,50,49,45,76,71,21,72,25,12,46,29,72,33,9,69,42,56,37,62,60,73,46,48,38,52,66,20,28,57,36,68,67,47,29,71,72,67,40,75,17,67,53,47,56,41,41,27,75,7,26,58,64,19,70,73,33,41,36,58,56,62,3,44,42,48,34,5,40,69,43,52,70,52,23,15,60,60,20,69,43,47,81,53,36,82,72,15,69,68,72,47,20,25,60,48,21,3,75,71,35,64,70,53,31,48,77,80,17,73,61,8,31,78,62,73,15,23,44,62,63,21,76,3,51,63,68,67,46,74,66,23,52,60,40,51,35,70,44,75,21,16,51,22,38,71,62,69,71,63,66,80,14,55,50,68,67,52,64,19,31,42,39,66,60,50,49,40,37,13,21,28,5,67,13,47,54,65,74,35,68,67,70,78,26,72,18,53,42,55,66,48,58,16,62,58,65,74,41,41,65,29,71,19,76,45,59,46,69,60,28,12,62,70,63,43,75,3,74,6,37,33,69,81,46,63,46,62,74,40,69,40,9,19,71,48,62,77,59,73,74,4,71,61,13,3,14,70,42,83,68,54,12,27,45,22,35,58,69,17,40,43,56,62,50,44,58,74,70,39,27,81,45,53,24,14,36,66,58,42,42,9,65,65,14,48,14,68,7,6,22,29,19,22,69,80,69,20,68,46,47,15,42,45,77,74,64,68,67,76,70,57,27,11,75,46,48,71,20,72,48,28,54,26,63,57,22,6,63,18,25,73,19,66,37,69,44,31,68,54,76,59,46,25,16,51,57,26,64,21,69,73,77,37,26,5,45,37,20,19,70,39,47,52,60,73,37,5,71,22,62,69,5,63,39,75,38,82,50,17,64,69,17,70,81,53,73,72,58,15,30,44,33,66,18,60,77,12,28
56,76,48,57,81,33,78,57,51,15,58,58,69,58,66,56,51,10,52,35,73,57,78,29,55,70,46,7,66,44,33,47,73,7,26,22,31,50,13,32,71,31,46,51,8,11,14,31,61,40,60,35,56,56,43,42,6,66,24,41,77,68,56,20,82,46,7,50,48,78,72,32,59,24,16,70,47,65,33,9,69,42,35,28,63,61,72,46,32,44,45,67,21,21,71,50,71,67,29,17,71,73,65,38,75,19,62,34,49,31,43,55,37,75,30,53,62,66,21,70,73,45,42,35,62,55,64,3,50,42,30,52,81,44,65,45,54,72,15,20,77,62,24,47,70,43,45,81,53,34,49,79,17,34,70,31,47,52,22,26,46,26,3,75,71,67,62,63,53,31,48,11,69,13,73,65,7,31,66,76,68,15,23,40,39,63,21,78,3,63,66,68,58,74,68,66,59,54,60,10,55,53,71,44,70,21,17,27,21,73,71,64,75,71,63,72,76,27,73,50,5,65,54,64,69,46,47,40,25,60,53,49,41,39,13,17,12,50,17,13,51,13,69,74,31,20,68,71,79,23,73,8,10,44,64,66,57,58,60,60,63,75,83,23,38,65,18,53,23,72,77,54,50,65,63,28,64,65,72,65,47,73,3,76,75,37,33,7,82,65,62,5,60,47,40,65,40,9,15,73,50,68,71,63,63,66,5,72,59,13,3,67,71,42,83,57,51,74,28,18,22,39,27,70,32,68,42,56,54,36,44,59,65,72,35,27,23,28,54,18,41,36,67,59,42,44,8,68,73,14,23,48,48,7,15,68,41,18,21,38,73,22,20,68,32,47,16,38,45,75,80,62,60,67,28,68,73,52,11,75,60,32,55,20,72,51,29,52,26,58,74,22,28,65,22,62,66,53,65,48,70,39,54,64,70,77,59,62,21,16,51,63,26,78,24,73,74,79,37,22,5,45,50,17,19,70,37,6,34,61,75,38,5,74,15,63,69,16,65,40,34,40,82,50,17,23,74,37,70,56,81,19,74,59,15,77,38,76,62,12,60,64,12,29
